x,y,z
0.0078125, 0.363281, -0.0319808
0.0078125, 0.367188, -0.0328867
0.0078125, 0.371094, -0.0337727
0.0078125, 0.375, -0.0346384
0.0078125, 0.378906, -0.0354832
0.0078125, 0.382812, -0.0363066
0.0078125, 0.386719, -0.0371081
0.0078125, 0.390625, -0.0378873
0.0078125, 0.394531, -0.0386437
0.0078125, 0.398438, -0.0393768
0.0078125, 0.402344, -0.0400862
0.0078125, 0.40625, -0.0407714
0.0078125, 0.410156, -0.0414321
0.0078125, 0.414062, -0.0420678
0.0078125, 0.417969, -0.0426782
0.0078125, 0.421875, -0.0432628
0.0078125, 0.425781, -0.0438214
0.0078125, 0.429688, -0.0443536
0.0078125, 0.433594, -0.044859
0.0078125, 0.4375, -0.0453374
0.0078125, 0.441406, -0.0457885
0.0078125, 0.445312, -0.046212
0.0078125, 0.449219, -0.0466076
0.0078125, 0.453125, -0.0469752
0.0078125, 0.457031, -0.0473144
0.0078125, 0.460938, -0.0476251
0.0078125, 0.464844, -0.0479071
0.0078125, 0.46875, -0.0481603
0.0078125, 0.472656, -0.0483843
0.0078125, 0.476562, -0.0485792
0.0078125, 0.480469, -0.0487448
0.0078125, 0.484375, -0.0488811
0.0078125, 0.488281, -0.0489878
0.0078125, 0.492188, -0.049065
0.0078125, 0.496094, -0.0491127
0.0078125, 0.5, -0.0491307
0.0078125, 0.503906, -0.0491192
0.0078125, 0.507812, -0.0490781
0.0078125, 0.511719, -0.0490074
0.0078125, 0.515625, -0.0489072
0.0078125, 0.519531, -0.0487776
0.0078125, 0.523438, -0.0486185
0.0078125, 0.527344, -0.0484302
0.0078125, 0.53125, -0.0482127
0.0078125, 0.535156, -0.0479661
0.0078125, 0.539062, -0.0476906
0.0078125, 0.542969, -0.0473864
0.0078125, 0.546875, -0.0470536
0.0078125, 0.550781, -0.0466924
0.0078125, 0.554688, -0.0463031
0.0078125, 0.558594, -0.0458858
0.0078125, 0.5625, -0.0454409
0.0078125, 0.566406, -0.0449686
0.0078125, 0.570312, -0.0444692
0.0078125, 0.574219, -0.043943
0.0078125, 0.578125, -0.0433903
0.0078125, 0.582031, -0.0428114
0.0078125, 0.585938, -0.0422067
0.0078125, 0.589844, -0.0415765
0.0078125, 0.59375, -0.0409212
0.0078125, 0.597656, -0.0402412
0.0078125, 0.601562, -0.0395369
0.0078125, 0.605469, -0.0388087
0.0078125, 0.609375, -0.0380571
0.0078125, 0.613281, -0.0372826
0.0078125, 0.617188, -0.0364855
0.0078125, 0.621094, -0.0356664
0.0078125, 0.625, -0.0348259
0.0078125, 0.628906, -0.0339644
0.0078125, 0.632812, -0.0330824
0.0078125, 0.636719, -0.0321804
0.0078125, 0.640625, -0.0312591
0.0078125, 0.644531, -0.0303189
0.0078125, 0.648438, -0.0293605
0.0078125, 0.652344, -0.0283842
0.0078125, 0.65625, -0.0273909
0.0078125, 0.660156, -0.026381
0.0078125, 0.664062, -0.0253552
0.0078125, 0.667969, -0.024314
0.0078125, 0.671875, -0.0232582
0.0078125, 0.675781, -0.0221882
0.0078125, 0.679688, -0.0211049
0.0078125, 0.683594, -0.0200087
0.0078125, 0.6875, -0.0189006
0.0078125, 0.691406, -0.0177809
0.0078125, 0.695312, -0.0166506
0.0078125, 0.699219, -0.0155101
0.0078125, 0.703125, -0.0143603
0.0078125, 0.707031, -0.0132017
0.0078125, 0.710938, -0.0120351
0.0078125, 0.714844, -0.0108612
0.0078125, 0.71875, -0.00968068
0.0078125, 0.722656, -0.00849423
0.0078125, 0.726562, -0.00730265
0.0078125, 0.730469, -0.00610653
0.0078125, 0.734375, -0.00490675
0.0078125, 0.738281, -0.00370389
0.0078125, 0.742188, -0.00249879
0.0078125, 0.746094, -0.00129211
0.0078125, 0.75, -8.46759e-05
0.0078125, 0.753906, 0.00112287
0.0078125, 0.757812, 0.00232975
0.0078125, 0.761719, 0.00353528
0.0078125, 0.765625, 0.00473869
0.0078125, 0.769531, 0.00593934
0.0078125, 0.773438, 0.00713643
0.0078125, 0.777344, 0.00832929
0.0078125, 0.78125, 0.00951714
0.0078125, 0.785156, 0.0106993
0.0078125, 0.789062, 0.0118751
0.0078125, 0.792969, 0.0130438
0.0078125, 0.796875, 0.0142046
0.0078125, 0.800781, 0.0153569
0.0078125, 0.804688, 0.0165
0.0078125, 0.808594, 0.0176332
0.0078125, 0.8125, 0.0187557
0.0078125, 0.816406, 0.019867
0.0078125, 0.820312, 0.0209663
0.0078125, 0.824219, 0.022053
0.0078125, 0.828125, 0.0231264
0.0078125, 0.832031, 0.0241859
0.0078125, 0.835938, 0.0252308
0.0078125, 0.839844, 0.0262606
0.0078125, 0.84375, 0.0272745
0.0078125, 0.847656, 0.028272
0.0078125, 0.851562, 0.0292524
0.0078125, 0.855469, 0.0302153
0.0078125, 0.859375, 0.0311598
0.0078125, 0.863281, 0.0320856
0.0078125, 0.867188, 0.032992
0.0078125, 0.871094, 0.0338784
0.0078125, 0.875, 0.0347445
0.0078125, 0.878906, 0.0355895
0.0078125, 0.882812, 0.0364131
0.0078125, 0.886719, 0.0372146
0.0078125, 0.890625, 0.0379938
0.0078125, 0.894531, 0.0387499
0.0078125, 0.898438, 0.0394827
0.0078125, 0.902344, 0.0401916
0.0078125, 0.90625, 0.0408763
0.0078125, 0.910156, 0.0415363
0.0078125, 0.914062, 0.0421712
0.0078125, 0.917969, 0.0427807
0.0078125, 0.921875, 0.0433643
0.0078125, 0.925781, 0.0439217
0.0078125, 0.929688, 0.0444526
0.0078125, 0.933594, 0.0449566
0.0078125, 0.9375, 0.0454335
0.0078125, 0.941406, 0.0458829
0.0078125, 0.945312, 0.0463046
0.0078125, 0.949219, 0.0466983
0.0078125, 0.953125, 0.0470639
0.0078125, 0.957031, 0.047401
0.0078125, 0.960938, 0.0477096
0.0078125, 0.964844, 0.0479894
0.0078125, 0.96875, 0.0482405
0.0078125, 0.972656, 0.0484623
0.0078125, 0.976562, 0.0486552
0.0078125, 0.980469, 0.0488187
0.0078125, 0.984375, 0.048953
0.0078125, 0.988281, 0.0490579
0.0078125, 0.992188, 0.0491335
0.0078125, 0.996094, 0.0491797
0.0078125, 1, 0.0491964

0.0117188, 0, 0.073591
0.0117188, 0.00390625, 0.073572
0.0117188, 0.0078125, 0.073509
0.0117188, 0.0117188, 0.073402
0.0117188, 0.015625, 0.073251
0.0117188, 0.0195312, 0.0730559
